QGC WPL 110
0	1	0	16	0.000000	0.000000	0.000000	0.000000	-27.275917	151.288956	343.380005	1
1	0	3	22	10.000000	0.000000	0.000000	0.000000	-27.272867	151.290298	20.000000	1
2	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.272703	151.298172	100.000000	1
3	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.277561	151.337250	100.000000	1
4	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.281748	151.335953	100.000000	1
5	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.275724	151.289932	100.000000	1
6	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.297457	151.285629	100.000000	1
7	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.308109	151.354279	100.000000	1
8	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.332256	151.376282	100.000000	1
9	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.308224	151.354538	100.000000	1
10	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.297340	151.285370	100.000000	1
11	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.275724	151.289932	100.000000	1
12	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.281631	151.335953	100.000000	1
13	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.277679	151.337128	100.000000	1
14	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.272585	151.298294	100.000000	1
15	1	3	16	0.000000	0.000000	0.000000	0.000000	-27.271421	151.290482	30.000000	1
16	0	3	21	0.000000	0.000000	0.000000	0.000000	-27.274094	151.290100	0.000000	1
