Time [s],Value,Parity Error,Framing Error
0.227980000000000,0x9B,,
0.228500640000000,0x16,,
0.229021120000000,0x01,,
0.229541760000000,0x02,,
0.230062400000000,0x05,,
0.230583040000000,0xC2,,
0.231103680000000,0x00,,
0.231624160000000,0x00,,
0.232144800000000,0x00,,
0.232665440000000,0x00,,
0.233185920000000,0x00,,
0.233706560000000,0x00,,
0.234227200000000,0x00,,
0.234747840000000,0xF7,,
0.235268320000000,0xFF,,
0.235788960000000,0xFF,,
0.236309600000000,0xFF,,
0.236830240000000,0xFF,,
0.237350720000000,0xCE,,
0.237871520000000,0xD1,,
0.238392000000000,0x00,,
0.238912640000000,0x00,,
0.239433280000000,0x0D,,
0.239953760000000,0x08,,
0.268430560000000,0x9B,,
0.268951200000000,0x4C,,
0.269471680000000,0x01,,
0.269992320000000,0x01,,
0.270512960000000,0x20,,
0.271033600000000,0x20,,
0.271554080000000,0x20,,
0.272074720000000,0x20,,
0.272595360000000,0x20,,
0.273116000000000,0x20,,
0.273636640000000,0x20,,
0.274157280000000,0x20,,
0.274677920000000,0x20,,
0.275198560000000,0x20,,
0.275719200000000,0x20,,
0.276239840000000,0x20,,
0.276760480000000,0x20,,
0.277281120000000,0x20,,
0.277801760000000,0x20,,
0.278322240000000,0x20,,
0.278843040000000,0x58,,
0.279363520000000,0x52,,
0.279884160000000,0x5F,,
0.280404800000000,0x46,,
0.280925440000000,0x4F,,
0.281446080000000,0x43,,
0.281966720000000,0x5F,,
0.282487360000000,0x45,,
0.283007840000000,0x53,,
0.283528480000000,0x43,,
0.284049120000000,0x20,,
0.284569760000000,0x20,,
0.285090400000000,0x20,,
0.285611040000000,0x20,,
0.286131680000000,0x20,,
0.286652320000000,0x20,,
0.287172800000000,0x48,,
0.287693440000000,0x57,,
0.288214080000000,0x35,,
0.288734720000000,0x37,,
0.289255360000000,0x37,,
0.289775840000000,0x5F,,
0.290296480000000,0x4B,,
0.290817120000000,0x5A,,
0.291337760000000,0x31,,
0.291858240000000,0x5F,,
0.292378880000000,0x56,,
0.292899520000000,0x31,,
0.293420160000000,0x2E,,
0.293940640000000,0x31,,
0.294461280000000,0x20,,
0.294982080000000,0x20,,
0.295502560000000,0x58,,
0.296023040000000,0x52,,
0.296543680000000,0x2D,,
0.297064320000000,0x30,,
0.297584800000000,0x31,,
0.298105440000000,0x2E,,
0.298626080000000,0x30,,
0.299146720000000,0x2E,,
0.299667360000000,0x30,,
0.300187840000000,0x30,,
0.300708480000000,0x20,,
0.301229120000000,0x20,,
0.301749760000000,0x20,,
0.302270240000000,0x20,,
0.302790880000000,0x20,,
0.303311520000000,0x20,,
0.303832000000000,0x30,,
0.304352640000000,0x31,,
0.304873280000000,0x30,,
0.305393920000000,0x34,,
0.305914400000000,0x30,,
