Time [s],Value,Parity Error,Framing Error
109.557104960000004,0x9B,,
109.590780800000005,0x00,,
109.609869119999999,0x00,,
109.610386399999996,0x00,,
109.613748799999996,0x00,,
109.614266079999993,0x6B,,
109.616231679999999,0x00,,
109.744313439999999,0x0A,,
109.744830719999996,0x89,,
109.745348000000007,0xF2,,
109.745865280000004,0x9B,,
109.746382720000000,0x00,,
109.746899999999997,0x00,,
109.747417279999993,0x01,,
109.747934560000004,0x00,,
109.748451840000001,0x6B,,
109.748969119999998,0x00,,
109.749486399999995,0x0A,,
109.750003680000006,0x89,,
109.750521120000002,0xF2,,
109.751038399999999,0x9B,,
109.751555679999996,0x00,,
109.752072960000007,0x00,,
109.752590240000004,0x02,,
109.753107520000000,0x00,,
109.753624799999997,0x6B,,
109.754142079999994,0x00,,
109.754659360000005,0x0A,,
109.755176640000002,0x89,,
109.755693919999999,0xF2,,
109.873636160000004,0x9B,,
109.874153440000001,0x00,,
109.874670719999997,0x00,,
109.875187999999994,0x03,,
109.875705280000005,0x00,,
109.876222560000002,0x6B,,
109.876739999999998,0x00,,
109.877257279999995,0x0A,,
109.877774560000006,0x89,,
109.878291840000003,0xF2,,
109.885430720000002,0x9B,,
109.885947999999999,0x00,,
109.886465279999996,0x00,,
109.890810560000006,0x04,,
109.891327840000002,0x00,,
109.891845119999999,0x6B,,
109.892362399999996,0x00,,
109.892879679999993,0x0A,,
109.893396960000004,0x89,,
109.893914240000001,0xF2,,
109.986923039999994,0x9B,,
109.987440320000005,0x00,,
109.987957600000001,0x00,,
109.988474879999998,0x05,,
109.988992159999995,0x00,,
109.989509440000006,0x6B,,
109.990026720000003,0x00,,
109.990544000000000,0x0A,,
109.991061279999997,0x89,,
109.991578559999994,0xF2,,
110.004097599999994,0x9B,,
110.004614880000005,0x00,,
110.005132160000002,0x00,,
110.005649599999998,0x06,,
110.006166879999995,0x00,,
110.006684160000006,0x6B,,
110.007201440000003,0x00,,
110.033014559999998,0x0A,,
110.033531839999995,0x89,,
110.034049120000006,0xF2,,
110.034566560000002,0x9B,,
110.035083839999999,0x00,,
110.035601119999995,0x00,,
110.036118400000007,0x07,,
110.036635680000003,0x00,,
110.058103680000002,0x6B,,
110.058620959999999,0x00,,
110.059138239999996,0x0A,,
110.059655520000007,0x89,,
110.060172800000004,0xF2,,
110.060690080000001,0x9B,,
110.061207359999997,0x00,,
110.088985600000001,0x00,,
110.089502879999998,0x08,,
110.090020159999995,0x00,,
110.090537440000006,0x6B,,
110.091054880000002,0x00,,
110.091572159999998,0x0A,,
110.092089439999995,0x89,,
110.092606720000006,0xF2,,
110.112884320000006,0x9B,,
110.113401760000002,0x00,,
110.113919039999999,0x00,,
110.114436319999996,0x09,,
110.114953600000007,0x00,,
110.115470880000004,0x6B,,
110.139939360000000,0x00,,
110.140456799999995,0x0A,,
110.140974080000007,0x89,,
110.141491360000003,0xF2,,
110.142008640000000,0x9B,,
110.142525919999997,0x00,,
110.143043199999994,0x00,,
110.164563040000004,0x0A,,
110.165080320000001,0x00,,
110.165597759999997,0x6B,,
110.166115039999994,0x00,,
110.166632320000005,0x0A,,
110.167149600000002,0x89,,
110.186910560000001,0xF2,,
110.187427839999998,0x9B,,
110.187945119999995,0x00,,
110.188462400000006,0x00,,
110.188979680000003,0x0B,,
110.189496960000000,0x00,,
110.208792000000003,0x6B,,
110.209309279999999,0x00,,
110.209826559999996,0x0A,,
110.210344000000006,0x89,,
110.210861280000003,0xF2,,
110.211378560000000,0x9B,,
110.229742560000005,0x00,,
110.230259840000002,0x00,,
110.230777119999999,0x0C,,
110.231294399999996,0x00,,
110.231811840000006,0x6B,,
110.232329120000003,0x00,,
