Time [s],Value,Parity Error,Framing Error
0.065625440000000,0x9B,,
0.066146240000000,0x9B,,
0.066667040000000,0x03,,
0.067187840000000,0xE8,,
0.067708640000000,0x01,,
0.068229440000000,0x08,,
0.068750240000000,0x5B,,
0.069271040000000,0x00,,
0.069791840000000,0x01,,
0.070312640000000,0x00,,
0.070833440000000,0x21,,
0.071354240000000,0x21,,
0.071875040000000,0xB9,,
0.265611520000000,0x9B,,
0.266132320000000,0x00,,
0.266653120000000,0x03,,
0.267173920000000,0x31,,
0.267694720000000,0x00,,
0.268215520000000,0x00,,
0.268736320000000,0x00,,
0.269257120000000,0x00,,
0.269777920000000,0x00,,
0.270298720000000,0x00,,
0.270819520000000,0x00,,
0.271340320000000,0x05,,
0.271861280000000,0x4C,,
0.272381920000000,0x00,,
0.272902720000000,0x00,,
0.273423520000000,0x0C,,
0.273944320000000,0xB4,,
0.274465120000000,0x00,,
0.274985920000000,0x00,,
0.275506720000000,0xB9,,
0.465596960000000,0x9B,,
0.466117760000000,0x9B,,
0.466638560000000,0x03,,
0.467159200000000,0xE8,,
0.467680000000000,0x01,,
0.468200800000000,0x08,,
0.468721600000000,0x5B,,
0.469242400000000,0x00,,
0.469763200000000,0x01,,
0.470284000000000,0x00,,
0.470804800000000,0x21,,
0.471325600000000,0x21,,
0.471846400000000,0xB9,,
0.665582560000000,0x9B,,
0.666103360000000,0x00,,
0.666624160000000,0x03,,
0.667144960000000,0x32,,
0.667665760000000,0x00,,
0.668186560000000,0x00,,
0.668707360000000,0x00,,
0.669228160000000,0x00,,
0.669748960000000,0x00,,
0.670269760000000,0x00,,
0.670790560000000,0x00,,
0.671311360000000,0x05,,
0.671832160000000,0x4A,,
0.672352960000000,0x00,,
0.672873760000000,0x00,,
0.673394560000000,0x0C,,
0.673915360000000,0xB4,,
0.674436160000000,0x00,,
0.674956960000000,0x00,,
0.675477760000000,0xB9,,
0.885564960000000,0x9B,,
0.886085760000000,0x9B,,
0.886606560000000,0x03,,
0.887127360000000,0xE8,,
0.887648160000000,0x01,,
0.888168960000000,0x08,,
0.888689760000000,0x5B,,
0.889210560000000,0x00,,
0.889731360000000,0x01,,
0.890252160000000,0x00,,
0.890772960000000,0x21,,
0.891293760000000,0x21,,
0.891814560000000,0xB9,,
1.085552160000000,0x9B,,
1.086072960000000,0x00,,
1.086593760000000,0x03,,
1.087114560000000,0x33,,
1.087635360000000,0x00,,
1.088156160000000,0x00,,
1.088676960000000,0x00,,
1.089197760000000,0x00,,
1.089718560000000,0x00,,
1.090239360000000,0x00,,
1.090760160000000,0x00,,
1.091280960000000,0x05,,
1.091801760000000,0x4B,,
1.092322560000000,0x00,,
1.092843360000000,0x00,,
1.093364160000000,0x0C,,
1.093884960000000,0xB4,,
1.094405760000000,0x00,,
1.094926560000000,0x00,,
1.095447360000000,0xB9,,
1.285535680000000,0x9B,,
1.286056480000000,0x9B,,
1.286577280000000,0x03,,
1.287098080000000,0xE8,,
1.287618880000000,0x01,,
1.288139680000000,0x08,,
1.288660320000000,0x5B,,
1.289181280000000,0x00,,
1.289701920000000,0x01,,
1.290222880000000,0x00,,
1.290743520000000,0x21,,
1.291264320000000,0x21,,
1.291785120000000,0xB9,,
1.485522880000000,0x9B,,
1.486043680000000,0x00,,
1.486564480000000,0x03,,
1.487085280000000,0x34,,
1.487606080000000,0x00,,
1.488126880000000,0x00,,
1.488647680000000,0x00,,
1.489168480000000,0x00,,
1.489689280000000,0x00,,
1.490210080000000,0x00,,
1.490730880000000,0x00,,
1.491251680000000,0x05,,
1.491772320000000,0x4B,,
1.492293120000000,0x00,,
1.492813920000000,0x00,,
1.493334720000000,0x0C,,
1.493855520000000,0xB4,,
1.494376320000000,0x00,,
1.494897120000000,0x00,,
1.495417920000000,0xB9,,
1.685508000000000,0x9B,,
1.686028800000000,0x9B,,
1.686549600000000,0x03,,
1.687070400000000,0xE8,,
1.687591200000000,0x01,,
1.688112000000000,0x08,,
1.688632800000000,0x5B,,
1.689153600000000,0x00,,
1.689674400000000,0x01,,
1.690195200000000,0x00,,
1.690716000000000,0x21,,
1.691236800000000,0x21,,
1.691757600000000,0xB9,,
1.905491680000000,0x9B,,
1.906012480000000,0x00,,
1.906533280000000,0x03,,
1.907054080000000,0x35,,
1.907574880000000,0x00,,
1.908095680000000,0x00,,
1.908616480000000,0x00,,
1.909137280000000,0x00,,
1.909658080000000,0x00,,
1.910178880000000,0x00,,
1.910699680000000,0x00,,
1.911220480000000,0x05,,
1.911741280000000,0x4A,,
1.912262080000000,0x00,,
1.912782880000000,0x00,,
1.913303520000000,0x0C,,
1.913824320000000,0xB4,,
1.914345280000000,0x00,,
1.914865920000000,0x00,,
1.915386720000000,0xB9,,
2.105476000000000,0x9B,,
2.105996800000000,0x9B,,
2.106517600000000,0x03,,
2.107038400000000,0xE8,,
2.107559200000000,0x01,,
2.108080000000000,0x08,,
2.108600800000000,0x5B,,
2.109121600000000,0x00,,
2.109642400000000,0x01,,
2.110163200000000,0x00,,
2.110684000000000,0x21,,
2.111204800000000,0x21,,
2.111725600000000,0xB9,,
2.305463680000000,0x9B,,
2.305984480000000,0x00,,
2.306505280000000,0x03,,
2.307026080000000,0x36,,
2.307546880000000,0x00,,
2.308067680000000,0x00,,
2.308588480000000,0x00,,
2.309109280000000,0x00,,
2.309630080000000,0x00,,
2.310150880000000,0x00,,
2.310671680000000,0x00,,
2.311192480000000,0x05,,
2.311713280000000,0x4B,,
2.312234080000000,0x00,,
2.312754880000000,0x00,,
2.313275680000000,0x0C,,
2.313796480000000,0xB4,,
2.314317280000000,0x00,,
2.314838080000000,0x00,,
2.315358880000000,0xB9,,
2.505447200000000,0x9B,,
2.505968000000000,0x9B,,
2.506488800000000,0x03,,
2.507009600000000,0xE8,,
2.507530400000000,0x01,,
2.508051200000000,0x08,,
2.508572000000000,0x5B,,
2.509092800000000,0x00,,
2.509613600000000,0x01,,
2.510134400000000,0x00,,
2.510655200000000,0x21,,
2.511176000000000,0x21,,
2.511696800000000,0xB9,,
2.705435040000000,0x9B,,
2.705955840000000,0x00,,
2.706476640000000,0x03,,
2.706997440000000,0x37,,
2.707518240000000,0x00,,
2.708039040000000,0x00,,
2.708559840000000,0x00,,
2.709080640000000,0x00,,
2.709601440000000,0x00,,
2.710122240000000,0x00,,
2.710643040000000,0x00,,
2.711163840000000,0x05,,
2.711684640000000,0x4B,,
2.712205440000000,0x00,,
2.712726240000000,0x00,,
2.713247040000000,0x0C,,
2.713767840000000,0xB3,,
2.714288640000000,0x00,,
2.714809440000000,0x00,,
2.715330080000000,0xB9,,
2.925416640000000,0x9B,,
2.925937440000000,0x9B,,
2.926458240000000,0x03,,
2.926979040000000,0xE8,,
2.927499680000000,0x01,,
2.928020480000000,0x08,,
2.928541280000000,0x5B,,
2.929062080000000,0x00,,
2.929582880000000,0x01,,
2.930103680000000,0x00,,
2.930624480000000,0x21,,
2.931145280000000,0x21,,
2.931666080000000,0xB9,,
3.125403840000000,0x9B,,
3.125924640000000,0x00,,
3.126445440000000,0x03,,
3.126966240000000,0x38,,
3.127487040000000,0x00,,
3.128007840000000,0x00,,
3.128528640000000,0x00,,
3.129049440000000,0x00,,
3.129570240000000,0x00,,
3.130091040000000,0x00,,
3.130611840000000,0x00,,
3.131132640000000,0x05,,
3.131653440000000,0x4B,,
3.132174240000000,0x00,,
3.132695040000000,0x00,,
3.133215840000000,0x0C,,
3.133736640000000,0xB4,,
3.134257440000000,0x00,,
3.134778240000000,0x00,,
3.135299040000000,0xB9,,
3.325386720000000,0x9B,,
3.325907520000000,0x9B,,
3.326428320000000,0x03,,
3.326949120000000,0xE8,,
3.327469920000000,0x01,,
3.327990720000000,0x08,,
3.328511520000000,0x5B,,
3.329032320000000,0x00,,
3.329553120000000,0x01,,
3.330073920000000,0x00,,
3.330594720000000,0x21,,
3.331115520000000,0x21,,
3.331636320000000,0xB9,,
3.525373280000000,0x9B,,
3.525894080000000,0x00,,
3.526414880000000,0x03,,
3.526935680000000,0x39,,
3.527456480000000,0x00,,
3.527977280000000,0x00,,
3.528498080000000,0x00,,
3.529018880000000,0x00,,
3.529539680000000,0x00,,
3.530060480000000,0x00,,
3.530581280000000,0x00,,
3.531102080000000,0x05,,
3.531622880000000,0x4A,,
3.532143680000000,0x00,,
3.532664480000000,0x00,,
3.533185280000000,0x0C,,
3.533706080000000,0xB4,,
3.534226880000000,0x00,,
3.534747520000000,0x00,,
3.535268320000000,0xB9,,
3.725358080000000,0x9B,,
3.725878880000000,0x9B,,
3.726399680000000,0x03,,
3.726920480000000,0xE8,,
3.727441280000000,0x01,,
3.727962080000000,0x08,,
3.728482880000000,0x5B,,
3.729003680000000,0x00,,
3.729524480000000,0x01,,
3.730045280000000,0x00,,
3.730566080000000,0x21,,
3.731086880000000,0x21,,
3.731607680000000,0xB9,,
3.945342880000000,0x9B,,
