# NOTE: All altitudes MUST be relative to the WGS-84 ellipsoid and NOT MSL
45.5978891617682,-121.1747274315661,11
45.59842301833186,-121.175837383274,11
45.59901879314491,-121.1770790821812,11
45.59958886614204,-121.1782947804074,11
45.60068834245683,-121.1806148819934,11
45.60182688992376,-121.183029078692,11
45.60284673177742,-121.1851962117497,11
45.60335195119571,-121.1862597120218,11
45.60396020979584,-121.1875924890475,11
45.6047400569982,-121.1894333252066,11
45.60554949623789,-121.1913723630548,11
45.60603790423849,-121.1925263375935,11
45.60686104831738,-121.1944557370786,11
45.60763028593637,-121.1962537400917,11
45.6084205531802,-121.1981119245911,11
