QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	-35.362938	149.165085	584.000000	1
1	0	3	22	15.000000	0.000000	0.000000	0.000000	-35.361164	149.163986	50.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.359467	149.161697	80.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.366333	149.162659	150.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.366131	149.164581	60.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.359272	149.163757	120.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.359467	149.161697	80.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.366333	149.162659	140.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.366131	149.164581	70.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362938	149.165085	100.000000	1
