129920047.552879,802368674.892596,5.362296,5.000000,0.000000,0.000000
129920139.022919,802368932.900509,0.303434,4.999938,-0.025000,0.000000
129920277.130359,802368831.851386,2.374510,4.999750,-0.049999,0.000000
129920420.461435,802368687.299352,2.058283,4.999438,-0.074997,0.000000
129919876.182028,802368574.487690,2.514190,4.999000,-0.099993,0.000000
129920195.111986,802368854.893609,3.993001,4.998438,-0.124987,0.000000
129920576.578903,802368730.697191,1.142595,4.997750,-0.149978,0.000000
129920212.078615,802368537.823629,2.316772,4.996938,-0.174964,0.000000
129920356.143285,802368891.227751,3.768510,4.996001,-0.199947,0.000000
129920248.571469,802368335.073241,2.046560,4.994938,-0.224924,0.000000
129920264.334295,802368539.936904,2.387302,4.993751,-0.249896,0.000000
129920074.460423,802368883.378642,2.682475,4.992439,-0.274861,0.000000
129920504.098324,802368440.977833,3.417441,4.991003,-0.299820,0.000000
129920498.900367,802368560.569054,3.775032,4.989441,-0.324771,0.000000
129920317.081420,802368586.366195,5.720505,4.987755,-0.349714,0.000000
129920099.971904,802368578.860528,1.113969,4.985944,-0.374649,0.000000
129920004.246921,802368717.673063,0.110068,4.984009,-0.399573,0.000000
129920053.211107,802368616.767927,4.797155,4.981948,-0.424488,0.000000
129920535.783001,802368723.223149,2.598776,4.979764,-0.449393,0.000000
129920003.437849,802368338.686473,1.320726,4.977454,-0.474286,0.000000
129920341.567475,802368691.043573,-0.067503,4.975021,-0.499167,0.000000
129920278.401321,802368965.262608,5.655559,4.972463,-0.524036,0.000000
129920424.507370,802368602.586283,3.231547,4.969780,-0.548892,0.000000
129920325.513398,802368959.388254,1.054288,4.966974,-0.573733,0.000000
129920425.993251,802368852.888739,3.754881,4.964043,-0.598561,0.000000
129920304.901437,802368711.672036,1.551321,4.960988,-0.623374,0.000000
129920435.234136,802368703.869579,-1.210718,4.957809,-0.648171,0.000000
129920534.008900,802368808.755700,1.154768,4.954507,-0.672952,0.000000
129920785.626215,802368485.651103,4.377660,4.951080,-0.697716,0.000000
129920387.364567,802368407.108489,2.190090,4.947530,-0.722462,0.000000
129920364.244973,802368598.656939,2.029823,4.943855,-0.747191,0.000000
129920388.185058,802368533.849786,2.476402,4.940058,-0.771900,0.000000
129920620.166676,802368580.412639,2.368499,4.936136,-0.796591,0.000000
129920137.146512,802368576.825214,3.224908,4.932092,-0.821262,0.000000
129920418.076403,802368415.503647,-0.657050,4.927924,-0.845912,0.000000
129920471.058356,802368924.229773,1.463239,4.923633,-0.870541,0.000000
129920342.293878,802368759.575629,3.627925,4.919218,-0.895148,0.000000
129920527.495790,802368617.706628,2.897609,4.914681,-0.919733,0.000000
129920400.544715,802368644.195926,0.254209,4.910021,-0.944294,0.000000
129920404.136818,802368682.711333,0.220507,4.905238,-0.968833,0.000000
129920535.868864,802368838.270770,1.582329,4.900333,-0.993347,0.000000
129920257.206658,802368648.337082,0.653027,4.895305,-1.017836,0.000000
129920321.599696,802368623.788931,0.864296,4.890155,-1.042299,0.000000
129920394.845905,802368650.910657,2.894299,4.884882,-1.066737,0.000000
129920494.165507,802368740.353850,1.375048,4.879487,-1.091148,0.000000
129920330.352527,802368427.883412,1.666839,4.873971,-1.115532,0.000000
129920409.724023,802368773.257289,2.680286,4.868332,-1.139888,0.000000
129920561.833584,802368806.291908,5.554313,4.862572,-1.164215,0.000000
129920513.567955,802368616.109426,2.367909,4.856690,-1.188513,0.000000
129920445.042709,802368766.269442,0.655465,4.850687,-1.212782,0.000000
129920675.249536,802368491.652650,1.552769,4.844562,-1.237020,0.000000
129920402.892665,802368813.854554,4.721873,4.838316,-1.261227,0.000000
129920445.397487,802368911.739324,0.693108,4.831950,-1.285403,0.000000
129920468.539225,802368687.861311,1.207113,4.825463,-1.309546,0.000000
129920033.206447,802368558.012798,4.612280,4.818854,-1.333657,0.000000
129920625.514430,802368794.031279,1.551420,4.812126,-1.357735,0.000000
129920240.097679,802368597.892238,1.208367,4.805277,-1.381778,0.000000
129920693.302774,802368745.006434,4.315949,4.798308,-1.405787,0.000000
129920606.389556,802368445.226167,5.904400,4.791219,-1.429761,0.000000
129920511.232547,802368287.880320,2.275559,4.784011,-1.453699,0.000000
129920631.755854,802368596.909196,3.508912,4.776682,-1.477601,0.000000
129920684.864275,802368774.948787,1.432039,4.769235,-1.501466,0.000000
129920610.979262,802368596.893716,-1.890661,4.761668,-1.525293,0.000000
129920457.094164,802368835.528675,-0.794663,4.753982,-1.549082,0.000000
129920442.548508,802368667.619207,0.994740,4.746177,-1.572833,0.000000
129919932.623678,802368543.608009,0.441357,4.738254,-1.596544,0.000000
129920338.893795,802368698.400682,1.968554,4.730212,-1.620215,0.000000
129920288.516312,802368684.173710,2.283392,4.722052,-1.643846,0.000000
129920806.630091,802368693.971914,2.425056,4.713773,-1.667435,0.000000
129920589.346836,802368166.871853,-0.823582,4.705377,-1.690983,0.000000
129920550.428227,802368585.452239,4.360466,4.696864,-1.714489,0.000000
129920682.265250,802368599.898631,3.258094,4.688232,-1.737952,0.000000
129920506.065968,802368602.551818,3.623731,4.679484,-1.761371,0.000000
129920489.554149,802368155.917005,3.190095,4.670619,-1.784746,0.000000
129920498.221007,802368703.162688,0.782510,4.661637,-1.808077,0.000000
129920515.408196,802368634.917974,-1.274575,4.652538,-1.831363,0.000000
129920765.426305,802368548.724994,3.623232,4.643323,-1.854602,0.000000
129920623.233708,802368568.098736,4.237915,4.633992,-1.877796,0.000000
129920569.562916,802368642.634820,3.381102,4.624545,-1.900942,0.000000
129920521.365698,802368639.864133,4.042904,4.614983,-1.924041,0.000000
129920576.382601,802368376.608118,1.071315,4.605305,-1.947092,0.000000
129920775.537273,802368805.212748,3.838334,4.595512,-1.970094,0.000000
129920518.390532,802368466.963182,0.840732,4.585604,-1.993047,0.000000
129920574.314616,802368659.698222,3.133650,4.575582,-2.015950,0.000000
129920576.249276,802368497.520543,0.967940,4.565445,-2.038802,0.000000
129920617.834679,802368599.104057,0.495661,4.555194,-2.061604,0.000000
129920619.146480,802368505.288089,3.250869,4.544829,-2.084354,0.000000
129920356.228455,802368455.443065,1.736881,4.534350,-2.107052,0.000000
129920576.786310,802368383.897448,2.536568,4.523758,-2.129697,0.000000
129920558.546042,802368703.542342,5.398646,4.513053,-2.152289,0.000000
129920668.622157,802368628.625823,2.908612,4.502236,-2.174828,0.000000
129920793.719137,802368628.373801,4.029624,4.491305,-2.197312,0.000000
129920576.980960,802368396.140057,1.073342,4.480262,-2.219741,0.000000
129920780.602386,802368550.370594,3.418573,4.469108,-2.242114,0.000000
129920397.333528,802368409.435512,1.967930,4.457841,-2.264431,0.000000
129920576.209264,802368541.856680,2.323642,4.446464,-2.286692,0.000000
129920700.445625,802368558.507742,4.312508,4.434975,-2.308896,0.000000
129920552.813828,802368691.096791,0.801802,4.423375,-2.331042,0.000000
129920705.886019,802368065.828402,-0.834730,4.411664,-2.353129,0.000000
129920427.485856,802368321.552059,1.976050,4.399844,-2.375158,0.000000
129920642.263214,802368467.467660,3.602149,4.387913,-2.397128,0.000000
129920455.497221,802368935.854391,2.501140,4.375872,-2.419037,0.000000
129920639.881781,802368694.710636,0.541385,4.363723,-2.440886,0.000000
129920619.566470,802368630.994253,1.698635,4.351464,-2.462674,0.000000
129920476.539646,802368576.129484,4.694555,4.339096,-2.484401,0.000000
129920756.412452,802368605.125806,4.776267,4.326620,-2.506065,0.000000
129920596.867783,802368636.788411,-0.482426,4.314035,-2.527667,0.000000
129920579.550300,802368449.329275,3.356965,4.301343,-2.549205,0.000000
129920976.514568,802368391.725418,1.947223,4.288543,-2.570680,0.000000
129920571.338456,802368401.708021,1.573474,4.275636,-2.592090,0.000000
129920809.982626,802368320.808003,-1.202631,4.262623,-2.613436,0.000000
129920702.317853,802368404.777008,2.403119,4.249502,-2.634717,0.000000
129920611.618183,802368657.465420,1.368332,4.236276,-2.655931,0.000000
129921088.550222,802368783.492442,2.484887,4.222943,-2.677079,0.000000
129920790.140991,802368809.294923,1.350352,4.209505,-2.698160,0.000000
129920568.204734,802368638.085556,7.169217,4.195962,-2.719174,0.000000
129920663.319009,802368410.522642,4.425490,4.182313,-2.740120,0.000000
